RECORDING_SESSION_LABEL,TRIAL_INDEX,IA_AVERAGE_FIX_PUPIL_SIZE,TRIAL_DWELL_TIME,TRIAL_FIXATION_COUNT,IA_FIXATION_%,IA_FIXATION_COUNT,IA_DWELL_TIME_%,IA_FIRST_FIXATION_DURATION,IA_LABEL,IA_MAX_FIX_PUPIL_SIZE,IA_MIN_FIX_PUPIL_SIZE,IA_REGRESSION_IN,IA_REGRESSION_IN_COUNT,IA_REGRESSION_OUT,IA_REGRESSION_OUT_COUNT,IA_SKIP,IA_RUN_COUNT,sno,assertion,IA_FIRST_RUN_FIXATION_%,cond_remark,cleaned_tokens,backward_reg_count,forward_reg_count,total_reg_count,Clicked,token,Intensity_Category,Intensity_Category_Binary,Pupilsize_variation,index
p13,16,"[1107.0, 1263.5, 1171.875, 1205.0, 1112.0, 1171.875, 1171.875, 1171.875, 1171.875, 1171.875, 1171.875]",4365.0,25,"[0.04, 0.08, 0.0, 0.04, 0.04, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[0.047, 0.0678, 0.0, 0.0472, 0.0385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[205.0, 121.0, 175.0, 206.0, 168.0, 175.0, 175.0, 175.0, 175.0, 175.0, 175.0]",Word 1,"[1107.0, 1376.0, 1200.0, 1205.0, 1112.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0, 1200.0]","[1107.0, 1151.0, 1143.75, 1205.0, 1112.0, 1143.75, 1143.75, 1143.75, 1143.75, 1143.75, 1143.75]","[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",11,Frauen sollten zu Hause bleiben und sich um das Kind kümmern.,"[0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04, 0.04]",hate_w_high,"['frauen', 'sollten', 'zu', 'hause', 'bleiben', 'und', 'sich', 'um', 'das', 'kind', 'kümmern']","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,hate,1,"[0.0, 225.0, 56.25, 0.0, 0.0, 56.25, 56.25, 56.25, 56.25, 56.25, 56.25]",371.0
p13,75,"[974.0, 962.0, 968.0, 968.0, 968.0]",973.0,7,"[0.1429, 0.4286, 0.0, 0.0, 0.0]","[1, 3, 0, 0, 0]","[0.1511, 0.4769, 0.0, 0.0, 0.0]","[147.0, 178.0, 162.5, 162.5, 162.5]",Word 1,"[974.0, 971.0, 972.5, 972.5, 972.5]","[974.0, 957.0, 965.5, 965.5, 965.5]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 0.0, 0.0, 0.0]",19,Frauen gehören in die Küche.,"[0.1429, 0.2857, 0.2143, 0.2143, 0.2143]",hate_w_high,"['frauen', 'gehören', 'in', 'die', 'küche']","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 0, 0]",,hate,1,"[0.0, 14.0, 7.0, 7.0, 7.0]",430.0
p13,88,"[952.0, 1015.0, 964.3333333333334, 964.3333333333334, 964.3333333333334, 926.0]",1276.0,7,"[0.1429, 0.1429, 0.0, 0.0, 0.0, 0.1429]","[1, 1, 0, 0, 0, 1]","[0.1113, 0.1654, 0.0, 0.0, 0.0, 0.1763]","[142.0, 211.0, 192.66666666666663, 192.66666666666663, 192.66666666666663, 225.0]",Word 1,"[952.0, 1015.0, 964.3333333333334, 964.3333333333334, 964.3333333333334, 926.0]","[952.0, 1015.0, 964.3333333333334, 964.3333333333334, 964.3333333333334, 926.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0]",9,Frauen ruinieren oft den größten Spaß.,"[0.1429, 0.1429, 0.1429, 0.1429, 0.1429, 0.1429]",hate_w_high,"['frauen', 'ruinieren', 'oft', 'den', 'größten', 'spaß']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 1, 0, 0, 0]",,hate,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",443.0
p14,17,"[1484.0, 1484.0, 1484.0, 1484.0, 1484.0, 1484.0]",2019.0,10,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.1]","[0, 0, 0, 0, 0, 1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0639]","[129.0, 129.0, 129.0, 129.0, 129.0, 129.0]",Word 1,"[1484.0, 1484.0, 1484.0, 1484.0, 1484.0, 1484.0]","[1484.0, 1484.0, 1484.0, 1484.0, 1484.0, 1484.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]",9,Frauen ruinieren oft den größten Spaß.,"[0.1, 0.1, 0.1, 0.1, 0.1, 0.1]",hate_w_high,"['frauen', 'ruinieren', 'oft', 'den', 'größten', 'spaß']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0]",,hate,1,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",462.0
p14,45,"[1789.0, 1733.0, 1659.0, 1680.9888888888888, 1651.4, 1619.0, 1630.0, 1688.0, 1680.9888888888888, 1709.5, 1650.0]",3901.0,21,"[0.0476, 0.1905, 0.0952, 0.0, 0.2381, 0.0476, 0.0476, 0.0476, 0.0, 0.0952, 0.0476]","[1, 4, 2, 0, 5, 1, 1, 1, 0, 2, 1]","[0.0495, 0.2433, 0.1195, 0.0, 0.2405, 0.0402, 0.0341, 0.0725, 0.0, 0.0672, 0.0346]","[193.0, 231.0, 267.0, 183.55555555555557, 132.0, 157.0, 133.0, 283.0, 183.55555555555557, 121.0, 135.0]",Word 1,"[1789.0, 1789.0, 1675.0, 1700.7777777777778, 1740.0, 1619.0, 1630.0, 1688.0, 1700.7777777777778, 1727.0, 1650.0]","[1789.0, 1697.0, 1643.0, 1669.6666666666667, 1619.0, 1619.0, 1630.0, 1688.0, 1669.6666666666667, 1692.0, 1650.0]","[1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.0, 2.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 3.0, 2.0, 0.0, 3.0, 1.0, 1.0, 1.0, 0.0, 2.0, 1.0]",11,Frauen sollten zu Hause bleiben und sich um das Kind kümmern.,"[0.0476, 0.0476, 0.0476, 0.0528888888888888, 0.0952, 0.0476, 0.0476, 0.0476, 0.0528888888888888, 0.0476, 0.0476]",hate_w_high,"['frauen', 'sollten', 'zu', 'hause', 'bleiben', 'und', 'sich', 'um', 'das', 'kind', 'kümmern']","[0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]","[1.0, 2.0, 1.0, 0.0, 2.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0]","[1.0, 2.0, 2.0, 0.0, 3.0, 1.0, 1.0, 1.0, 0.0, 2.0, 1.0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,hate,1,"[0.0, 92.0, 32.0, 31.11111111111111, 121.0, 0.0, 0.0, 0.0, 31.11111111111111, 35.0, 0.0]",490.0
p15,9,"[1426.0, 1313.33, 1275.0, 1273.67, 1322.0]",1864.0,9,"[0.2222, 0.3333, 0.1111, 0.3333, 0.0]","[2, 3, 1, 3, 0]","[0.1202, 0.3594, 0.331, 0.1894, 0.0]","[96.0, 207.0, 617.0, 60.0, 245.0]",Word 1,"[1429.0, 1325.0, 1275.0, 1298.0, 1331.75]","[1423.0, 1298.0, 1275.0, 1256.0, 1313.0]","[0.0, 1.0, 1.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 1.0]","[1.0, 2.0, 1.0, 2.0, 0.0]",19,Frauen gehören in die Küche.,"[0.2222, 0.1111, 0.1111, 0.1111, 0.138875]",hate_w_high,"['frauen', 'gehören', 'in', 'die', 'küche']","[0.0, 0.0, 1.0, 1.0, 0.0]","[1.0, 2.0, 0.0, 0.0, 0.0]","[1.0, 2.0, 1.0, 1.0, 0.0]","[1, 1, 0, 0, 0]",,hate,1,"[6.0, 27.0, 0.0, 42.0, 18.75]",544.0
p15,21,"[1158.0, 994.67, 984.0, 1006.0, 976.0, 943.0, 981.9266666666668, 939.67, 981.9266666666668, 911.0, 925.0]",3152.0,20,"[0.05, 0.15, 0.1, 0.1, 0.05, 0.15, 0.0, 0.15, 0.0, 0.1, 0.05]","[1, 3, 2, 2, 1, 3, 0, 3, 0, 2, 1]","[0.0441, 0.2065, 0.0669, 0.1107, 0.0349, 0.1466, 0.0, 0.1916, 0.0, 0.0958, 0.0384]","[139.0, 172.0, 101.0, 139.0, 110.0, 199.0, 131.0, 114.0, 131.0, 84.0, 121.0]",Word 1,"[1158.0, 1071.0, 996.0, 1022.0, 976.0, 983.0, 1005.0, 973.0, 1005.0, 941.0, 925.0]","[1158.0, 953.0, 972.0, 990.0, 976.0, 921.0, 966.0, 918.0, 966.0, 881.0, 925.0]","[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 2.0, 0.0, 2.0, 1.0]",11,Frauen sollten zu Hause bleiben und sich um das Kind kümmern.,"[0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",hate_w_high,"['frauen', 'sollten', 'zu', 'hause', 'bleiben', 'und', 'sich', 'um', 'das', 'kind', 'kümmern']","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 0.0, 2.0, 0.0, 1.0, 0.0]","[1.0, 2.0, 2.0, 2.0, 1.0, 3.0, 0.0, 2.0, 0.0, 1.0, 1.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,hate,1,"[0.0, 118.0, 24.0, 32.0, 0.0, 62.0, 39.0, 55.0, 39.0, 60.0, 0.0]",556.0
p15,27,"[1042.0, 998.5, 965.5, 927.0, 961.3, 959.0]",3289.0,20,"[0.1, 0.1, 0.1, 0.05, 0.5, 0.1]","[2, 2, 2, 1, 10, 2]","[0.0961, 0.0939, 0.1101, 0.0474, 0.5312, 0.0888]","[186.0, 175.0, 219.0, 156.0, 102.0, 153.0]",Word 1,"[1156.0, 1044.0, 999.0, 927.0, 999.0, 973.0]","[928.0, 953.0, 932.0, 927.0, 922.0, 945.0]","[1.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[2.0, 0.0, 1.0, 1.0, 2.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 2.0, 1.0, 5.0, 2.0]",9,Frauen ruinieren oft den größten Spaß.,"[0.05, 0.05, 0.05, 0.05, 0.2, 0.05]",hate_w_high,"['frauen', 'ruinieren', 'oft', 'den', 'größten', 'spaß']","[0.0, 0.0, 0.0, 1.0, 2.0, 2.0]","[2.0, 2.0, 2.0, 0.0, 2.0, 0.0]","[2.0, 2.0, 2.0, 1.0, 4.0, 2.0]","[0, 1, 0, 0, 0, 0]",,hate,1,"[228.0, 91.0, 67.0, 0.0, 77.0, 28.0]",562.0
p17,61,"[2017.0, 1756.5, 1995.5, 1892.0, 1710.5, 1592.0, 1686.0, 1561.0, 1745.8169999999998, 1740.67, 1507.0]",2675.0,17,"[0.1176, 0.1176, 0.1176, 0.0588, 0.1176, 0.0588, 0.0588, 0.0588, 0.0, 0.1765, 0.0588]","[2, 2, 2, 1, 2, 1, 1, 1, 0, 3, 1]","[0.0721, 0.2034, 0.1065, 0.0594, 0.1159, 0.0505, 0.0632, 0.1144, 0.0, 0.1267, 0.0542]","[58.0, 207.0, 169.0, 159.0, 185.0, 135.0, 169.0, 306.0, 163.3, 100.0, 145.0]",Word 1,"[2031.0, 1992.0, 2035.0, 1892.0, 1752.0, 1592.0, 1686.0, 1561.0, 1793.0, 1882.0, 1507.0]","[2003.0, 1521.0, 1956.0, 1892.0, 1669.0, 1592.0, 1686.0, 1561.0, 1690.6, 1519.0, 1507.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 2.0, 1.0]",11,Frauen sollten zu Hause bleiben und sich um das Kind kümmern.,"[0.0588, 0.0588, 0.1176, 0.0588, 0.0588, 0.0588, 0.0588, 0.0588, 0.0646799999999999, 0.0588, 0.0588]",hate_w_high,"['frauen', 'sollten', 'zu', 'hause', 'bleiben', 'und', 'sich', 'um', 'das', 'kind', 'kümmern']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[1.0, 2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1]",,hate,1,"[28.0, 471.0, 79.0, 0.0, 83.0, 0.0, 0.0, 0.0, 102.4, 363.0, 0.0]",686.0
p17,64,"[1762.5, 1956.0, 1882.8333333333333, 1930.0, 1882.8333333333333]",993.0,5,"[0.4, 0.2, 0.0, 0.2, 0.0]","[2, 1, 0, 1, 0]","[0.2246, 0.1682, 0.0, 0.5297, 0.0]","[98.0, 167.0, 263.6666666666667, 526.0, 263.6666666666667]",Word 1,"[1841.0, 1956.0, 1909.0, 1930.0, 1909.0]","[1684.0, 1956.0, 1856.6666666666667, 1930.0, 1856.6666666666667]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 1.0]","[1.0, 1.0, 0.0, 1.0, 0.0]",19,Frauen gehören in die Küche.,"[0.4, 0.2, 0.2666666666666666, 0.2, 0.2666666666666666]",hate_w_high,"['frauen', 'gehören', 'in', 'die', 'küche']","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0]","[1, 1, 1, 1, 1]",,hate,1,"[157.0, 0.0, 52.333333333333336, 0.0, 52.333333333333336]",689.0
p17,84,"[2048.0, 1937.0, 2030.0, 2046.0, 2048.0, 2021.8]",2183.0,12,"[0.3333, 0.25, 0.1667, 0.0833, 0.1667, 0.0]","[4, 3, 2, 1, 2, 0]","[0.3298, 0.2895, 0.126, 0.0655, 0.1892, 0.0]","[153.0, 221.0, 164.0, 143.0, 241.0, 184.4]",Word 1,"[2155.0, 2054.0, 2071.0, 2046.0, 2192.0, 2103.6]","[1843.0, 1845.0, 1989.0, 2046.0, 1904.0, 1925.4]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 1.0, 0.0, 1.0]","[2.0, 2.0, 1.0, 1.0, 2.0, 0.0]",9,Frauen ruinieren oft den größten Spaß.,"[0.1667, 0.0833, 0.1667, 0.0833, 0.0833, 0.1166599999999999]",hate_w_high,"['frauen', 'ruinieren', 'oft', 'den', 'größten', 'spaß']","[0.0, 0.0, 0.0, 0.0, 2.0, 0.0]","[1.0, 2.0, 1.0, 1.0, 0.0, 0.0]","[1.0, 2.0, 1.0, 1.0, 2.0, 0.0]","[1, 1, 0, 0, 1, 1]",,hate,1,"[312.0, 209.0, 82.0, 0.0, 288.0, 178.2]",709.0
p18,22,"[1211.0, 1231.5, 1277.0, 1177.0, 1161.0, 1130.0, 1147.0, 1105.0, 1177.0, 1177.0, 1153.5]",1958.0,11,"[0.0909, 0.1818, 0.0909, 0.0, 0.0909, 0.0909, 0.0909, 0.0909, 0.0, 0.0, 0.1818]","[1, 2, 1, 0, 1, 1, 1, 1, 0, 0, 2]","[0.0301, 0.0787, 0.1307, 0.0, 0.0802, 0.0863, 0.0266, 0.0981, 0.0, 0.0, 0.3917]","[59.0, 80.0, 256.0, 145.875, 157.0, 169.0, 52.0, 192.0, 145.875, 145.875, 202.0]",Word 1,"[1211.0, 1243.0, 1277.0, 1181.0, 1161.0, 1130.0, 1147.0, 1105.0, 1181.0, 1181.0, 1174.0]","[1211.0, 1220.0, 1277.0, 1173.0, 1161.0, 1130.0, 1147.0, 1105.0, 1173.0, 1173.0, 1133.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0]",11,Frauen sollten zu Hause bleiben und sich um das Kind kümmern.,"[0.0909, 0.0909, 0.0909, 0.1022624999999999, 0.0909, 0.0909, 0.0909, 0.0909, 0.1022624999999999, 0.1022624999999999, 0.1818]",hate_w_high,"['frauen', 'sollten', 'zu', 'hause', 'bleiben', 'und', 'sich', 'um', 'das', 'kind', 'kümmern']","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 2.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",,hate,1,"[0.0, 23.0, 0.0, 8.0, 0.0, 0.0, 0.0, 0.0, 8.0, 8.0, 41.0]",737.0
p18,46,"[1312.0, 1358.0, 1351.0, 1357.0, 1319.0]",972.0,7,"[0.1429, 0.2857, 0.1429, 0.1429, 0.1429]","[1, 2, 1, 1, 1]","[0.1358, 0.2377, 0.1842, 0.2325, 0.0535]","[132.0, 102.0, 179.0, 226.0, 52.0]",Word 1,"[1312.0, 1390.0, 1351.0, 1357.0, 1319.0]","[1312.0, 1326.0, 1351.0, 1357.0, 1319.0]","[1.0, 1.0, 1.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 1.0, 1.0, 1.0]",19,Frauen gehören in die Küche.,"[0.1429, 0.1429, 0.1429, 0.1429, 0.1429]",hate_w_high,"['frauen', 'gehören', 'in', 'die', 'küche']","[0.0, 1.0, 0.0, 1.0, 0.0]","[1.0, 1.0, 1.0, 0.0, 0.0]","[1.0, 2.0, 1.0, 1.0, 0.0]","[0, 1, 0, 0, 0]",,hate,1,"[0.0, 64.0, 0.0, 0.0, 0.0]",761.0
p18,77,"[1402.0, 1272.5, 1254.0, 1362.0, 1265.0, 1311.1]",1332.0,7,"[0.1429, 0.2857, 0.1429, 0.1429, 0.1429, 0.0]","[1, 2, 1, 1, 1, 0]","[0.0751, 0.3228, 0.1719, 0.0901, 0.2387, 0.0]","[100.0, 144.0, 229.0, 120.0, 318.0, 182.2]",Word 1,"[1402.0, 1345.0, 1254.0, 1362.0, 1265.0, 1325.6]","[1402.0, 1200.0, 1254.0, 1362.0, 1265.0, 1296.6]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[1.0, 2.0, 1.0, 1.0, 1.0, 0.0]",9,Frauen ruinieren oft den größten Spaß.,"[0.1429, 0.1429, 0.1429, 0.1429, 0.1429, 0.1429]",hate_w_high,"['frauen', 'ruinieren', 'oft', 'den', 'größten', 'spaß']","[0.0, 0.0, 1.0, 0.0, 1.0, 0.0]","[1.0, 2.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 2.0, 1.0, 0.0, 1.0, 0.0]","[0, 1, 0, 0, 0, 0]",,hate,1,"[0.0, 145.0, 0.0, 0.0, 0.0, 29.0]",792.0
p19,14,"[1634.67, 1737.0, 1698.5566666666666, 1724.0, 1698.5566666666666]",2512.0,12,"[0.25, 0.4167, 0.0, 0.0833, 0.0]","[3, 5, 0, 1, 0]","[0.3029, 0.3854, 0.0, 0.1143, 0.0]","[196.0, 145.0, 209.33333333333331, 287.0, 209.33333333333331]",Word 1,"[1713.0, 2035.0, 1824.0, 1724.0, 1824.0]","[1594.0, 1546.0, 1621.3333333333333, 1724.0, 1621.3333333333333]","[1.0, 1.0, 0.0, 0.0, 0.0]","[3.0, 2.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0]","[3.0, 5.0, 0.0, 1.0, 0.0]",19,Frauen gehören in die Küche.,"[0.0833, 0.0833, 0.0833, 0.0833, 0.0833]",hate_w_high,"['frauen', 'gehören', 'in', 'die', 'küche']","[0.0, 3.0, 0.0, 1.0, 0.0]","[3.0, 1.0, 0.0, 0.0, 0.0]","[3.0, 4.0, 0.0, 1.0, 0.0]","[1, 1, 1, 1, 1]",,hate,1,"[119.0, 489.0, 202.66666666666663, 0.0, 202.66666666666663]",819.0
